,us_state,county,days_with_aqi2019,good_days2019,moderate_days2019,unhealthy_sensitive_days2019,unhealthy_days2019,very_unhealthy_days2019,hazardous_days2019,days_co2019,days_no2_2019,days_ozone2019,days_so2_2019,days_pm2_2019,days_pm10_2019,poverty_percentage2019,days_with_aqi2018,good_days2018,moderate_days2018,unhealthy_sensitive_days2018,unhealthy_days2018,very_unhealthy_days2018,hazardous_days2018,days_co2018,days_no2_2018,days_ozone2018,days_so2_2018,days_pm2_2018,days_pm10_2018,poverty_percentage2018,days_with_aqi2017,good_days2017,moderate_days2017,unhealthy_sensitive_days2017,unhealthy_days2017,very_unhealthy_days2017,hazardous_days2017,days_co2017,days_no2_2017,days_ozone2017,days_so2_2017,days_pm2_2017,days_pm10_2017,poverty_percentage2017,days_with_aqi2016,good_days2016,moderate_days2016,unhealthy_sensitive_days2016,unhealthy_days2016,very_unhealthy_days2016,hazardous_days2016,days_co2016,days_no2_2016,days_ozone2016,days_so2_2016,days_pm2_2016,days_pm10_2016,poverty_percentage2016,average_aqi_days,average_good_days,average_moderate_days,average_unhealthy_sensitive_days,average_unhealthy_days,average_very_unhealthy_days,average_hazardous_days,average_co_days,average_no2_days,average_ozone_days,average_so2_days,average_pm2_days,average_pm10_days,average_poverty_percentage,percent_pop_per_100k,cancer_classification
764,RI,Providence,365,298,67,0,0,0,0,0,13,248,0,103,1,14.01,365,282,75,8,0,0,0,0,20,193,0,151,1,16.1,365,294,67,4,0,0,0,0,25,216,0,124,0,14.7,366,281,81,4,0,0,0,0,46,169,0,151,0,15.8,365.25,288.75,72.5,4,0,0,0,0,26,206.5,0,132.25,0.5,15.1525,16.66560402,low
765,RI,Washington,352,322,28,2,0,0,0,0,0,208,0,144,0,8.01,361,328,28,5,0,0,0,0,0,188,0,173,0,8.01,362,333,24,4,1,0,0,0,0,206,0,156,0,8.9,361,327,30,3,1,0,0,0,0,239,0,122,0,9.8,359,327.5,27.5,3.5,0.5,0,0,0,0,210.25,0,148.75,0,8.68,17.92665275,low
766,SC,Aiken,265,230,35,0,0,0,0,0,0,265,0,0,0,12.5,228,206,22,0,0,0,0,0,0,228,0,0,0,15.01,269,259,10,0,0,0,0,0,0,269,0,0,0,14.8,242,217,25,0,0,0,0,0,0,242,0,0,0,17.01,251,228,23,0,0,0,0,0,0,251,0,0,0,14.83,15.20044684,low
767,SC,Anderson,225,175,49,1,0,0,0,0,0,225,0,0,0,12.9,261,258,3,0,0,0,0,0,0,261,0,0,0,14.6,264,254,10,0,0,0,0,0,0,264,0,0,0,14.4,256,240,16,0,0,0,0,0,0,256,0,0,0,15.4,251.5,231.75,19.5,0.25,0,0,0,0,0,251.5,0,0,0,14.325,16.93633814,low
768,SC,Berkeley,216,189,27,0,0,0,0,0,0,216,0,0,0,10.7,262,253,9,0,0,0,0,0,0,262,0,0,0,12.8,248,234,14,0,0,0,0,0,0,248,0,0,0,11.7,196,186,10,0,0,0,0,0,0,196,0,0,0,12.3,230.5,215.5,15,0,0,0,0,0,0,230.5,0,0,0,11.875,15.47820382,low
769,SC,Charleston,357,305,51,1,0,0,0,0,0,223,0,133,1,11.7,359,327,32,0,0,0,0,0,3,201,0,154,1,14.2,361,303,57,1,0,0,0,0,4,194,1,160,2,13.3,360,313,42,3,2,0,0,0,4,144,0,210,2,15.01,359.25,312,45.5,1.25,0.5,0,0,0,2.75,190.5,0.25,164.25,1.5,13.5525,14.32431318,low
770,SC,Chesterfield,364,281,83,0,0,0,0,0,0,265,0,99,0,19.9,344,301,42,1,0,0,0,0,0,225,0,116,3,20.9,358,322,35,1,0,0,0,0,0,267,0,90,1,22.1,356,297,58,1,0,0,0,0,0,238,0,116,2,20.5,355.5,300.25,54.5,0.75,0,0,0,0,0,248.75,0,105.25,1.5,20.85,20.73797696,medium
771,SC,Colleton,7,7,0,0,0,0,0,0,0,5,0,2,0,21.01,364,339,25,0,0,0,0,0,0,234,0,130,0,20.01,357,309,48,0,0,0,0,0,0,184,0,173,0,22.4,343,304,36,2,1,0,0,0,0,205,0,138,0,23.4,267.75,239.75,27.25,0.5,0.25,0,0,0,0,157,0,110.75,0,21.705,22.88938571,medium
772,SC,Darlington,282,227,55,0,0,0,0,0,0,282,0,0,0,19.6,231,222,9,0,0,0,0,0,0,231,0,0,0,23.5,274,254,20,0,0,0,0,0,0,274,0,0,0,21.9,241,220,21,0,0,0,0,0,0,241,0,0,0,21.1,257,230.75,26.25,0,0,0,0,0,0,257,0,0,0,21.525,20.16158921,medium
773,SC,Edgefield,365,299,66,0,0,0,0,0,0,227,0,138,0,15.7,355,321,34,0,0,0,0,0,0,256,0,99,0,18.5,344,299,45,0,0,0,0,0,0,199,0,145,0,17.3,347,295,47,3,2,0,0,0,0,239,0,108,0,17.7,352.75,303.5,48,0.75,0.5,0,0,0,0,230.25,0,122.5,0,17.3,13.94794268,low
774,SC,Florence,361,323,38,0,0,0,0,0,0,0,0,361,0,17.01,359,323,36,0,0,0,0,0,0,0,0,359,0,18.01,273,247,26,0,0,0,0,0,0,0,0,273,0,18.6,232,207,25,0,0,0,0,0,0,0,0,232,0,18.3,306.25,275,31.25,0,0,0,0,0,0,0,0,306.25,0,17.98,17.291424,low
775,SC,Georgetown,92,91,1,0,0,0,0,0,0,0,0,0,92,17.5,326,326,0,0,0,0,0,0,0,0,0,0,326,19.6,304,303,1,0,0,0,0,0,0,0,0,0,304,17.1,312,309,3,0,0,0,0,0,0,0,0,0,312,15.2,258.5,257.25,1.25,0,0,0,0,0,0,0,0,0,258.5,17.35,21.22248016,medium
776,SC,Greenville,365,237,127,1,0,0,0,0,3,234,0,127,1,10.7,365,298,67,0,0,0,0,0,13,208,0,144,0,11.1,365,263,102,0,0,0,0,0,5,209,0,151,0,12.4,366,266,94,4,2,0,0,0,7,212,0,146,1,10.9,365.25,266,97.5,1.25,0.5,0,0,0,7,215.75,0,142,0.5,11.275,13.49799142,low
777,SC,Horry,261,205,56,0,0,0,0,0,0,261,0,0,0,12.7,289,271,18,0,0,0,0,0,0,289,0,0,0,14.3,354,350,4,0,0,0,0,0,0,354,0,0,0,16.1,136,136,0,0,0,0,0,0,0,136,0,0,0,15.01,260,240.5,19.5,0,0,0,0,0,0,260,0,0,0,14.5275,21.92155749,medium
778,SC,Lexington,365,309,56,0,0,0,0,0,0,0,0,359,6,11.9,365,306,59,0,0,0,0,0,0,0,3,352,10,12.5,362,299,63,0,0,0,0,0,0,0,8,316,38,11.7,362,294,66,0,2,0,0,0,0,0,2,351,9,11.7,363.5,302,61,0,0.5,0,0,0,0,0,3.25,344.5,15.75,11.95,14.95252856,low
779,SC,Oconee,365,308,56,1,0,0,0,0,0,272,50,43,0,13.1,364,323,41,0,0,0,0,0,0,311,0,53,0,14.4,363,332,31,0,0,0,0,0,0,300,3,60,0,16.01,362,324,36,2,0,0,0,0,0,293,13,56,0,14.6,363.5,321.75,41,0.75,0,0,0,0,0,294,16.5,53,0,14.5275,20.26166493,medium
780,SC,Pickens,251,175,76,0,0,0,0,0,0,251,0,0,0,15.3,273,249,24,0,0,0,0,0,0,273,0,0,0,16.6,291,265,26,0,0,0,0,0,0,291,0,0,0,15.3,259,213,45,1,0,0,0,0,0,259,0,0,0,14.9,268.5,225.5,42.75,0.25,0,0,0,0,0,268.5,0,0,0,15.525,15.92021473,low
781,SC,Richland,365,282,81,2,0,0,0,0,0,283,0,82,0,16.2,365,312,52,1,0,0,0,0,2,274,0,89,0,16.7,365,300,63,2,0,0,0,0,0,284,0,81,0,16.9,366,274,87,3,2,0,0,0,1,236,0,129,0,16.4,365.25,292,70.75,2,0.5,0,0,0,0.75,269.25,0,95.25,0,16.55,11.55410067,low
782,SC,Spartanburg,357,249,106,2,0,0,0,0,0,221,0,136,0,12.9,365,296,69,0,0,0,0,0,0,154,0,211,0,13.6,351,271,79,1,0,0,0,0,0,179,0,172,0,13.7,351,240,109,2,0,0,0,0,0,137,0,214,0,15.6,356,264,90.75,1.25,0,0,0,0,0,172.75,0,183.25,0,13.95,16.71179613,low
783,SC,York,365,262,95,8,0,0,0,0,0,250,0,115,0,8.6,362,308,51,3,0,0,0,0,0,286,5,71,0,9.8,307,275,31,1,0,0,0,0,0,307,0,0,0,11.2,325,295,29,1,0,0,0,0,0,325,0,0,0,10.7,339.75,285,51.5,3.25,0,0,0,0,0,292,1.25,46.5,0,10.075,14.7411708,low
784,SD,Brookings,365,284,76,5,0,0,0,0,0,329,0,23,13,11.9,365,317,47,1,0,0,0,0,0,292,0,51,22,11.8,365,330,35,0,0,0,0,0,0,292,0,46,27,13.01,365,342,22,1,0,0,0,0,0,292,0,48,25,14.01,365,318.25,45,1.75,0,0,0,0,0,301.25,0,42,21.75,12.68,8.995519994,low
785,SD,Brown,122,112,10,0,0,0,0,0,0,0,0,111,11,9.4,121,114,5,1,0,0,1,0,0,0,0,109,12,11.01,122,117,5,0,0,0,0,0,0,0,0,105,17,10.9,119,113,6,0,0,0,0,0,0,0,0,103,16,10.6,121,114,6.5,0.25,0,0,0.25,0,0,0,0,107,14,10.4775,14.29925861,low
786,SD,Codington,361,325,36,0,0,0,0,0,0,0,0,278,83,9.7,365,322,42,1,0,0,0,0,0,0,0,275,90,11.3,364,329,35,0,0,0,0,0,0,0,0,287,77,11.2,366,335,31,0,0,0,0,0,0,0,0,199,167,11.8,364,327.75,36,0.25,0,0,0,0,0,0,0,259.75,104.25,11,15.87891966,low
787,SD,Custer,362,355,7,0,0,0,0,0,0,356,0,5,1,9.6,365,317,48,0,0,0,0,0,0,349,0,15,1,10.1,363,311,49,2,1,0,0,0,0,338,0,25,0,11.3,366,344,22,0,0,0,0,0,0,353,0,12,1,10.6,364,331.75,31.5,0.5,0.25,0,0,0,0,349,0,14.25,0.75,10.4,15.51335088,low
788,SD,Hughes,356,350,6,0,0,0,0,0,0,0,0,356,0,8.9,354,339,14,1,0,0,0,0,0,0,0,354,0,9.4,356,349,7,0,0,0,0,0,0,0,0,356,0,10.3,352,347,5,0,0,0,0,0,0,0,0,352,0,8.5,354.5,346.25,8,0.25,0,0,0,0,0,0,0,354.5,0,9.275,13.43015183,low
789,SD,Jackson,365,349,16,0,0,0,0,0,2,350,0,13,0,29.9,365,319,45,1,0,0,0,0,0,315,0,47,3,32.7,365,318,45,2,0,0,0,0,0,353,0,12,0,36.2,364,348,16,0,0,0,0,0,0,353,0,11,0,30.7,364.75,333.5,30.5,0.75,0,0,0,0,0.5,342.75,0,20.75,0.75,32.375,,
790,SD,Meade,365,358,7,0,0,0,0,0,0,361,0,0,4,8.7,362,361,1,0,0,0,0,0,0,311,0,0,51,8.4,365,361,4,0,0,0,0,0,0,343,0,0,22,9.1,366,354,12,0,0,0,0,0,0,349,0,0,17,9.9,364.5,358.5,6,0,0,0,0,0,0,341,0,0,23.5,9.025,13.75434445,low
791,SD,Minnehaha,365,321,43,1,0,0,0,0,9,307,0,47,2,8.7,365,309,53,3,0,0,0,0,11,269,0,82,3,9.6,365,318,47,0,0,0,0,0,4,264,0,89,8,9.01,366,312,52,2,0,0,0,0,2,271,0,87,6,9.9,365.25,315,48.75,1.5,0,0,0,0,6.5,277.75,0,76.25,4.75,9.3025,14.38756531,low
792,SD,Pennington,361,278,79,4,0,0,0,0,20,0,0,115,226,12.01,365,289,74,2,0,0,0,0,37,0,0,148,180,13.3,365,305,55,4,1,0,0,0,26,0,0,212,127,12.9,366,309,56,1,0,0,0,0,47,0,0,138,181,14.5,364.25,295.25,66,2.75,0.25,0,0,0,32.5,0,0,153.25,178.5,13.1775,14.42699846,low
793,SD,Union,364,327,37,0,0,0,0,0,2,267,0,82,13,6.3,365,288,74,3,0,0,0,0,0,246,0,84,35,5.9,365,312,53,0,0,0,0,0,0,269,0,92,4,6.1,366,324,40,2,0,0,0,0,1,240,0,108,17,6.6,365,312.75,51,1.25,0,0,0,0,0.75,255.5,0,91.5,17.25,6.225,15.46151283,low
794,TN,Anderson,365,308,55,2,0,0,0,0,0,234,131,0,0,15.3,360,327,33,0,0,0,0,0,0,229,131,0,0,16.5,364,333,31,0,0,0,0,0,0,245,119,0,0,15.3,359,320,39,0,0,0,0,0,0,222,137,0,0,14.4,362,322,39.5,0.5,0,0,0,0,0,232.5,129.5,0,0,15.375,20.12381442,medium
795,TN,Blount,365,305,59,1,0,0,0,0,0,310,0,55,0,10.5,365,301,63,1,0,0,0,0,0,270,0,95,0,9.9,365,269,95,1,0,0,0,0,0,251,0,114,0,12.1,366,295,65,4,2,0,0,0,0,347,0,19,0,11.4,365.25,292.5,70.5,1.75,0.5,0,0,0,0,294.5,0,70.75,0,10.975,22.77689341,medium
796,TN,Claiborne,346,325,21,0,0,0,0,0,0,346,0,0,0,19.7,355,335,20,0,0,0,0,0,0,355,0,0,0,23.4,344,324,20,0,0,0,0,0,0,344,0,0,0,22.5,344,321,22,1,0,0,0,0,0,344,0,0,0,25.4,347.25,326.25,20.75,0.25,0,0,0,0,0,347.25,0,0,0,22.75,33.3069495,medium
797,TN,Davidson,365,248,116,1,0,0,0,0,26,132,0,207,0,12.6,365,255,105,4,1,0,0,0,22,121,0,222,0,15.4,365,239,125,1,0,0,0,0,19,124,2,220,0,14.6,366,247,114,5,0,0,0,0,49,126,0,191,0,15.1,365.25,247.25,115,2.75,0.25,0,0,0,29,125.75,0.5,210,0,14.425,13.15247305,low
798,TN,DeKalb,363,335,28,0,0,0,0,0,0,363,0,0,0,18.01,348,331,17,0,0,0,0,0,0,348,0,0,0,17.4,363,349,14,0,0,0,0,0,0,363,0,0,0,17.1,351,330,21,0,0,0,0,0,0,351,0,0,0,19.8,356.25,336.25,20,0,0,0,0,0,0,356.25,0,0,0,18.0775,23.08992702,medium
799,TN,Dyer,360,341,19,0,0,0,0,0,0,0,0,360,0,17.3,356,325,31,0,0,0,0,0,0,0,0,356,0,18.4,293,278,15,0,0,0,0,0,0,0,0,293,0,17.3,96,94,2,0,0,0,0,0,0,0,0,96,0,20.1,276.25,259.5,16.75,0,0,0,0,0,0,0,0,276.25,0,18.275,22.36958584,medium
800,TN,Hamilton,365,243,122,0,0,0,0,0,0,191,0,174,0,12.7,365,263,101,1,0,0,0,0,0,167,0,198,0,13.01,338,239,97,2,0,0,0,0,0,163,0,175,0,12.5,288,200,85,2,1,0,0,0,0,233,0,55,0,13.5,339,236.25,101.25,1.25,0.25,0,0,0,0,188.5,0,150.5,0,12.9275,17.74878196,low
801,TN,Jefferson,234,197,37,0,0,0,0,0,0,234,0,0,0,12.5,244,202,42,0,0,0,0,0,0,244,0,0,0,13.8,191,148,42,1,0,0,0,0,0,191,0,0,0,14.1,239,158,79,2,0,0,0,0,0,239,0,0,0,15.7,227,176.25,50,0.75,0,0,0,0,0,227,0,0,0,14.025,23.37871629,medium
802,TN,Knox,364,269,95,0,0,0,0,0,0,180,0,180,4,13.4,364,251,112,1,0,0,0,0,0,163,0,201,0,13.2,361,300,61,0,0,0,0,0,0,220,0,74,67,13.9,366,237,122,4,3,0,0,0,0,192,0,166,8,14.8,363.75,264.25,97.5,1.25,0.75,0,0,0,0,188.75,0,155.25,19.75,13.825,16.21251851,low
803,TN,Lawrence,330,306,24,0,0,0,0,0,0,0,0,330,0,16.7,352,328,24,0,0,0,0,0,0,0,0,352,0,17.7,234,222,12,0,0,0,0,0,0,0,0,234,0,15.6,116,111,5,0,0,0,0,0,0,0,0,116,0,16.7,258,241.75,16.25,0,0,0,0,0,0,0,0,258,0,16.675,24.14551194,medium
804,TN,Loudon,365,313,52,0,0,0,0,0,0,151,0,214,0,9.7,365,313,51,1,0,0,0,0,0,198,0,167,0,9.1,316,282,34,0,0,0,0,0,0,202,0,114,0,12.6,280,198,73,7,2,0,0,0,0,222,0,58,0,10.6,331.5,276.5,52.5,2,0.5,0,0,0,0,193.25,0,138.25,0,10.5,25.84920514,medium
805,TN,Madison,362,330,32,0,0,0,0,0,0,0,0,362,0,17.6,351,321,30,0,0,0,0,0,0,0,0,351,0,17.8,277,261,16,0,0,0,0,0,0,0,0,277,0,17.5,115,108,7,0,0,0,0,0,0,0,0,115,0,19.01,276.25,255,21.25,0,0,0,0,0,0,0,0,276.25,0,17.9775,17.69036549,low
806,TN,Maury,362,352,10,0,0,0,0,0,0,0,0,362,0,8.5,331,307,24,0,0,0,0,0,0,0,0,331,0,10.8,276,253,23,0,0,0,0,0,0,0,0,276,0,10.4,110,104,6,0,0,0,0,0,0,0,0,110,0,11.5,269.75,254,15.75,0,0,0,0,0,0,0,0,269.75,0,10.3,20.54217651,medium
807,TN,McMinn,357,316,41,0,0,0,0,0,0,0,0,357,0,14.5,356,316,40,0,0,0,0,0,0,0,0,356,0,15.9,221,189,32,0,0,0,0,0,0,0,0,221,0,22.4,119,101,17,0,1,0,0,0,0,0,0,119,0,16.9,263.25,230.5,32.5,0,0.25,0,0,0,0,0,0,263.25,0,17.425,23.20062071,medium
808,TN,Montgomery,362,339,23,0,0,0,0,0,0,0,0,362,0,12.01,354,305,49,0,0,0,0,0,0,0,0,354,0,12.01,341,301,40,0,0,0,0,0,0,0,0,341,0,12.8,323,295,28,0,0,0,0,0,0,0,30,289,4,12.9,345,310,35,0,0,0,0,0,0,0,7.5,336.5,1,12.43,11.58137898,low
809,TN,Putnam,360,351,9,0,0,0,0,0,0,0,0,360,0,16.1,352,319,33,0,0,0,0,0,0,0,0,352,0,14.5,296,266,30,0,0,0,0,0,0,0,0,296,0,19.01,122,114,8,0,0,0,0,0,0,0,0,122,0,19.2,282.5,262.5,20,0,0,0,0,0,0,0,0,282.5,0,17.2025,20.13437043,medium
810,TN,Roane,356,338,18,0,0,0,0,0,0,0,0,356,0,14.6,355,323,32,0,0,0,0,0,0,0,0,355,0,14.8,303,272,31,0,0,0,0,0,0,0,0,303,0,15.2,117,96,20,0,1,0,0,0,0,0,0,105,12,14.2,282.75,257.25,25.25,0,0.25,0,0,0,0,0,0,279.75,3,14.7,25.18329735,medium
811,TN,Sevier,364,287,77,0,0,0,0,0,0,364,0,0,0,12.9,364,306,54,4,0,0,0,0,0,364,0,0,0,13.9,364,301,63,0,0,0,0,0,0,364,0,0,0,12.6,358,297,58,3,0,0,0,0,0,358,0,0,0,15.1,362.5,297.75,63,1.75,0,0,0,0,0,362.5,0,0,0,13.625,22.98373314,medium
812,TN,Shelby,365,239,122,4,0,0,0,0,7,200,0,157,1,17.2,365,274,83,8,0,0,0,0,16,232,0,117,0,21.7,365,284,77,3,1,0,0,0,9,239,0,117,0,18.9,366,276,84,6,0,0,0,0,7,257,0,102,0,20.8,365.25,268.25,91.5,5.25,0.25,0,0,0,9.75,232,0,123.25,0.25,19.65,12.79314059,low
813,TN,Sullivan,365,237,107,21,0,0,0,0,0,159,129,77,0,15.1,365,240,111,14,0,0,0,0,0,158,123,84,0,16.5,365,209,138,17,1,0,0,0,0,144,168,53,0,15.7,366,232,109,24,1,0,0,2,22,173,149,20,0,16.4,365.25,229.5,116.25,19,0.5,0,0,0.5,5.5,158.5,142.25,58.5,0,15.925,24.49216468,medium
814,TN,Sumner,357,284,73,0,0,0,0,0,0,200,0,157,0,8.6,346,283,61,2,0,0,0,0,0,208,0,138,0,8.9,324,265,59,0,0,0,0,0,0,196,0,128,0,8.8,285,235,49,1,0,0,0,0,0,227,0,58,0,9.7,328,266.75,60.5,0.75,0,0,0,0,0,207.75,0,120.25,0,9,16.40659222,low
815,TN,Williamson,245,215,30,0,0,0,0,0,0,245,0,0,0,4.3,245,212,32,1,0,0,0,0,0,245,0,0,0,3.8,215,197,18,0,0,0,0,0,0,215,0,0,0,3.9,244,219,24,1,0,0,0,0,0,244,0,0,0,5.2,237.25,210.75,26,0.5,0,0,0,0,0,237.25,0,0,0,4.3,7.8255893,low
816,TN,Wilson,231,205,26,0,0,0,0,0,0,231,0,0,0,7.4,191,158,31,2,0,0,0,0,0,191,0,0,0,7.8,236,218,18,0,0,0,0,0,0,236,0,0,0,8.4,225,186,39,0,0,0,0,0,0,225,0,0,0,8.1,220.75,191.75,28.5,0.5,0,0,0,0,0,220.75,0,0,0,7.925,15.79129431,low
817,TX,Bell,365,284,79,2,0,0,0,0,1,265,0,99,0,13.8,365,320,40,5,0,0,0,0,0,365,0,0,0,13.01,365,303,57,5,0,0,0,0,0,365,0,0,0,13.8,365,331,34,0,0,0,0,0,0,365,0,0,0,12.9,365,309.5,52.5,3,0,0,0,0,0.25,340,0,24.75,0,13.3775,12.71841954,low
818,TX,Bexar,365,196,163,5,1,0,0,0,3,161,0,200,1,15.2,365,251,103,10,1,0,0,0,6,199,2,157,1,17.2,362,262,94,4,2,0,0,0,6,210,2,144,0,15.6,366,268,92,5,1,0,0,0,7,222,0,137,0,16.3,364.5,244.25,113,6,1.25,0,0,0,5.5,198,1,159.5,0.5,16.075,7.674479514,low
819,TX,Bowie,349,254,94,1,0,0,0,0,0,0,0,349,0,16.8,297,246,50,1,0,0,0,0,0,0,0,297,0,19.1,360,297,63,0,0,0,0,0,0,0,0,360,0,15.9,273,221,52,0,0,0,0,0,0,0,0,273,0,19.3,319.75,254.5,64.75,0.5,0,0,0,0,0,0,0,319.75,0,17.775,18.44364655,medium
820,TX,Brazoria,365,325,33,6,1,0,0,0,5,360,0,0,0,8.6,365,329,31,4,1,0,0,0,12,353,0,0,0,10.1,357,306,44,6,1,0,0,0,6,351,0,0,0,9.01,366,313,50,3,0,0,0,0,4,362,0,0,0,9.9,363.25,318.25,39.5,4.75,0.75,0,0,0,6.75,356.5,0,0,0,9.4025,10.10533716,low
821,TX,Brewster,362,310,52,0,0,0,0,0,0,308,0,54,0,13.1,363,312,51,0,0,0,0,0,0,314,0,49,0,16.01,362,313,49,0,0,0,0,0,0,326,0,36,0,14.01,359,321,38,0,0,0,0,0,0,330,0,29,0,14.9,361.5,314,47.5,0,0,0,0,0,0,319.5,0,42,0,14.505,8.676036786,low
822,TX,Cameron,365,236,129,0,0,0,0,0,0,128,0,237,0,25.5,365,246,119,0,0,0,0,0,0,127,0,238,0,27.9,365,306,59,0,0,0,0,0,0,217,0,148,0,27.7,366,277,87,2,0,0,0,0,0,172,0,194,0,29.1,365.25,266.25,98.5,0.5,0,0,0,0,0,161,0,204.25,0,27.55,6.449317685,low
823,TX,Collin,365,309,48,7,1,0,0,0,0,365,0,0,0,6.1,361,296,49,16,0,0,0,0,0,361,0,0,0,6.4,363,313,43,7,0,0,0,0,0,363,0,0,0,5.9,363,318,41,4,0,0,0,0,0,363,0,0,0,6.3,363,309,45.25,8.5,0.25,0,0,0,0,363,0,0,0,6.175,6.934809728,low
824,TX,Culberson,176,158,16,2,0,0,0,0,0,103,0,73,0,19.7,115,108,7,0,0,0,0,0,0,0,0,115,0,20.3,116,113,1,2,0,0,0,0,0,0,0,116,0,22.1,113,113,0,0,0,0,0,0,0,0,0,113,0,23.6,130,123,6,1,0,0,0,0,0,25.75,0,104.25,0,21.425,,
825,TX,Dallas,365,227,132,6,0,0,0,0,20,199,0,146,0,14.01,365,240,106,16,3,0,0,0,21,185,0,158,1,14.2,365,239,119,7,0,0,0,0,25,173,0,167,0,14.8,366,264,99,3,0,0,0,0,29,201,0,136,0,16.3,365.25,242.5,114,8,0.75,0,0,0,23.75,189.5,0,151.75,0.25,14.8275,8.352127054,low
826,TX,Denton,365,280,73,12,0,0,0,0,6,287,0,72,0,6.5,365,282,69,13,1,0,0,0,12,300,0,53,0,7.3,365,288,68,9,0,0,0,0,2,277,0,86,0,7.1,366,291,64,11,0,0,0,0,5,286,0,75,0,8.2,365.25,285.25,68.5,11.25,0.25,0,0,0,6.25,287.5,0,71.5,0,7.275,7.052597937,low
827,TX,Ector,354,319,35,0,0,0,0,0,0,0,0,354,0,12.1,337,296,41,0,0,0,0,0,0,0,0,337,0,12.9,350,337,13,0,0,0,0,0,0,0,0,350,0,13.5,365,336,28,1,0,0,0,0,0,0,0,365,0,13.9,351.5,322,29.25,0.25,0,0,0,0,0,0,0,351.5,0,13.1,9.110752099,low
828,TX,El Paso,365,147,205,11,2,0,0,0,21,204,0,137,3,18.8,365,133,215,15,2,0,0,0,26,190,0,147,2,20.5,365,170,172,21,2,0,0,0,27,207,0,129,2,21.01,366,198,162,6,0,0,0,0,31,195,0,139,1,22.7,365.25,162,188.5,13.25,1.5,0,0,0,26.25,199,0,138,2,20.7525,5.599080028,low
829,TX,Ellis,365,300,65,0,0,0,0,0,6,269,0,90,0,8.7,365,282,75,8,0,0,0,0,8,213,0,144,0,8.8,365,277,85,3,0,0,0,0,5,205,0,155,0,8.5,366,302,64,0,0,0,0,0,8,220,0,138,0,9.7,365.25,290.25,72.25,2.75,0,0,0,0,6.75,226.75,0,131.75,0,8.925,11.52640839,low
830,TX,Galveston,365,293,64,8,0,0,0,0,3,261,3,97,1,11.3,365,315,40,9,0,1,0,0,5,295,2,62,1,12.1,356,287,63,6,0,0,0,0,1,275,1,77,2,12.01,366,287,73,6,0,0,0,0,4,281,2,78,1,12.9,363,295.5,60,7.25,0,0.25,0,0,3.25,278,2,78.5,1.25,12.0775,12.16829399,low
831,TX,Gregg,362,322,39,1,0,0,0,0,2,343,17,0,0,16.5,364,320,43,1,0,0,0,0,3,343,18,0,0,15.1,364,336,27,1,0,0,0,0,6,348,10,0,0,16.5,366,333,33,0,0,0,0,0,1,359,6,0,0,17.4,364,327.75,35.5,0.75,0,0,0,0,3,348.25,12.75,0,0,16.375,15.16973573,low
832,TX,Harris,365,179,159,22,4,1,0,0,22,154,2,184,3,15.01,365,178,160,19,7,1,0,0,31,131,2,198,3,16.5,365,207,138,18,2,0,0,0,27,155,0,181,2,15.9,366,199,150,16,1,0,0,0,32,169,0,159,6,16.6,365.25,190.75,151.75,18.75,3.5,0.5,0,0,28,152.25,1,180.5,3.5,16.0025,7.754149096,low
833,TX,Harrison,364,296,67,1,0,0,0,0,0,202,35,127,0,17.8,365,301,63,1,0,0,0,0,1,196,22,146,0,14.7,363,299,64,0,0,0,0,0,0,195,8,160,0,17.3,366,328,38,0,0,0,0,0,0,235,1,130,0,17.4,364.5,306,58,0.5,0,0,0,0,0.25,207,16.5,140.75,0,16.8,16.40684159,low
834,TX,Hidalgo,365,243,120,2,0,0,0,0,0,132,0,232,1,26.9,363,238,121,4,0,0,0,0,0,114,0,249,0,30.01,365,281,84,0,0,0,0,0,0,143,0,222,0,29.5,366,289,76,1,0,0,0,0,0,182,0,181,3,31.2,364.75,262.75,100.25,1.75,0,0,0,0,0,142.75,0,221,1,29.4025,4.580537951,low
835,TX,Hood,357,325,31,1,0,0,0,0,0,357,0,0,0,9.2,362,316,41,5,0,0,0,0,0,362,0,0,0,10.2,337,306,28,3,0,0,0,0,0,337,0,0,0,10.6,365,339,25,1,0,0,0,0,0,365,0,0,0,10.3,355.25,321.5,31.25,2.5,0,0,0,0,0,355.25,0,0,0,10.075,21.5292252,medium
836,TX,Howard,334,294,36,4,0,0,0,0,0,0,334,0,0,17.01,362,314,39,8,1,0,0,0,0,0,362,0,0,20.6,340,267,64,9,0,0,0,0,0,0,340,0,0,18.1,28,24,4,0,0,0,0,0,0,0,28,0,0,17.9,266,224.75,35.75,5.25,0.25,0,0,0,0,0,266,0,0,18.4025,11.79734778,low
837,TX,Hunt,364,345,19,0,0,0,0,0,3,361,0,0,0,14.8,365,329,32,3,1,0,0,0,3,362,0,0,0,13.6,365,343,22,0,0,0,0,0,4,361,0,0,0,16.9,366,351,15,0,0,0,0,0,1,365,0,0,0,16.3,365,342,22,0.75,0.25,0,0,0,2.75,362.25,0,0,0,15.4,18.5507811,medium
